BN/Registration Number	Charity Name	Charity Status	Effective Date of Status	Sanction	Designation code	Category code	Address	City	Province	Country	Postal Code/Zip Code	
119120152RR0001	RIPLEY AGRICULTURAL SOCIETY	Registered	1985-01-01		C	56	BOX 252	RIPLEY	ON	CA	N0G2R0	
108006149RR0001	RIPLEY PASTORAL CHARGE	Registered	1967-01-01		C	44	BOX 164	RIPLEY	ON	CA	N0G2R0	
881236624RR0001	RISE: RESOURCE CENTRE FOR INDEPENDENT LIVING	Registered	2006-11-01		C	09	117 - 70 ISABELLA ST	PARRY SOUND	ON	CA	P2A1M6	
131804395RR0001	RISEN CHRIST LUTHERAN CHURCH	Registered	1967-01-01		C	32	4090 DIXIE ROAD	MISSISSAUGA	ON	CA	L4W1M4	
892691163RR0001	RISHI SAMSKRUTI VIDYA KENDRA (RSVK) CANADA	Registered	1994-04-01		C	19	72 SUNNYSIDE AVE	OTTAWA	ON	CA	K1S0R1	
878116219RR0001	RISHON LE ZION CONGREGATION	Registered	2001-03-02		C	42	269 ARNOLD AVENUE	THORNHILL	ON	CA	L4J1C3	
861457604RR0001	RISING SUN KOREAN METHODIST CHURCH	Registered	2004-02-12		C	39	30 NEW PORT WAY	THORNHILL	ON	CA	L3T5G4	
867383614RR0001	RITE CATHOLIQUE-CHRETIEN D'EGLISES COMMUNAUTAIRES (ORDINARIAT DES VIEUX-CATHOLIQUES FRANCOPHONES D'AMERIQUE)	Registered	2002-06-01		C	39	30 BRIERMOOR CRESCENT	OTTAWA	ON	CA	K1T3G7	
894945633RR0048	RITSON ROAD ALLIANCE CHURCH	Registered	1967-01-01		C	39	605 RITSON ROAD NORTH	OSHAWA	ON	CA	L1G5R5	
139942437RR0001	RITTEN-HOUSE	Registered	1998-04-01		C	59	526 RICHMOND STREET E	TORONTO	ON	CA	M5A1R3	
107897449RR0001	RITZ LUTHERAN VILLA	Registered	1971-05-20		C	01	4118A ROAD 164                RR #5	MITCHELL	ON	CA	N0K1N0	
861861821RR0001	RIVER CITY CHRISTIAN REFORMED CHURCH	Registered	2003-01-10		C	39	PO BOX 29025, RPO HESPELER	CAMBRIDGE	ON	CA	N3C0E6	
132585613RR0001	RIVER CITY VINEYARD CHRISTIAN FELLOWSHIP OF SARNIA	Registered	1989-01-01		C	39	BOX 696	SARNIA	ON	CA	N7T7J7	
830748877RR0001	RIVER JORDAN MINISTRIES	Registered	2005-07-27		C	39	36 BENTLEY AVENUE	OTTAWA	ON	CA	K2E6T8	
836537274RR0001	RIVER OAKS COMMUNITY CHURCH	Registered	1979-01-01		C	36	2435 MUNN'S AVE EAST	OAKVILLE	ON	CA	L6H6W1	
866484538RR0001	RIVER OF LIFE CHRISTIAN FELLOWSHIP	Registered	1999-03-15		C	39	415-417 DUNDAS ST	WOODSTOCK	ON	CA	N4S1B8	
735516528RR0001	RIVER OF LIFE FELLOWSHIP	Registered	1996-04-15		C	34	110 FERGUS AVENUE	KITCHENER	ON	CA	N2A2H2	
803462274RR0001	RIVER OF LIFE RESTORATION MINISTRIES INC.	Registered	2006-10-14		C	39	180 WILKINSON ROAD            SUITE 28	BRAMPTON	ON	CA	L6T4W8	
891173924RR0001	RIVER OF LIFE REVIVAL CENTRE	Registered	1999-09-01		C	39	# 3 SEVERIN STREET	BRAMPTON	ON	CA	L6R0R1	
131764318RR0001	RIVER-OAK PARENT CHILD CENTRE INC.	Registered	1990-04-01		C	09	1117 GERRARD STREET EAST	TORONTO	ON	CA	M4M1Z9	
897737722RR0001	RIVERDALE HOUSING ANIMATION PROGRAMS	Registered	1999-01-01		C	09	357 COXWELL AVE	TORONTO	ON	CA	M4L1C6	
107897688RR0001	RIVERDALE IMMIGRANT WOMEN'S CENTRE	Registered	1984-04-01		C	09	1326 GERARD STREET EAST	TORONTO	ON	CA	M4L1Z1	
131376444RR0001	RIVERDALE MENNONITE CHURCH	Registered	1967-01-01		C	34	PO BOX 195	MILLBANK	ON	CA	N0K1L0	
119120376RR0001	RIVERDALE PRESBYTERIAN CHURCH	Registered	1967-01-01		C	37	662 PAPE AVENUE	TORONTO	ON	CA	M4K3S5	
890457575RR0001	RIVERDRIVE PARK BIBLE CHAPEL	Registered	1984-04-24		C	39	BOX 13004	BRADFORD	ON	CA	L3Z2Y5	
868908369RR0001	RIVERS OF LIFE FELLOWSHIP ASSOCIATION INC	Registered	1998-01-01		C	39	21 HIGHBRIDGE RD	RICHMOND HILL	ON	CA	L4B1Y3	
898708607RR0001	RIVERS OF LIFE INTERNATIONAL MINISTRIES	Registered	2003-02-26		C	39	116 ARGENTO CRES	WOODBRIDGE	ON	CA	L4H0B6	
893467886RR0001	RIVERS OF LIVING WATER CHURCH	Registered	1996-09-11		C	49	1003 - 945 MIDLAND AVE	SCARBOROUGH	ON	CA	M1K4G5	
899557565RR0001	RIVERSIDE ASSOCIATE REFORMED PRESBYTERIAN CHURCH	Registered	1992-01-01		C	39	6986 GORE RD RR 2	PUSLINCH	ON	CA	N0B2J0	
107898116RR0001	RIVERSIDE BAPTIST CHURCH	Registered	1967-01-01		C	31	11 RIVERSIDE DRIVE	HUNTSVILLE	ON	CA	P1H1R6	
119120624RR0001	RIVERSIDE BAPTIST CHURCH	Registered	1967-01-01		C	31	8300 LITTLE RIVER ROAD	WINDSOR	ON	CA	N8S2B5	
107817058RR0001	RIVERSIDE CHRISTIAN CHILDRENS CENTRE	Registered	1986-01-01		C	20	250 MARK ST	SAULT STE. MARIE	ON	CA	P6A3M7	
885194605RR0001	RIVERSIDE CHRISTIAN REFORMED CHURCH OF WELLANDPORT	Registered	1967-01-01		C	39	PO BOX 25	WELLANDPORT	ON	CA	L0R2J0	
119120707RR0001	RIVERSIDE CHURCHES OF OTTAWA INCORPORATED	Registered	1982-01-01		C	39	3191 RIVERSIDE DRIVE	OTTAWA	ON	CA	K1V8N8	
891378721RR0001	RIVERSIDE COMMUNITY BAPTIST CHURCH	Registered	2000-10-18		C	31	PO BOX 1064	PETERBOROUGH	ON	CA	K9J7A9	
132477209RR0001	RIVERSIDE COMMUNITY CHURCH	Registered	1978-04-16		C	39	2669 NIAGARA PARKWAY	FORT ERIE	ON	CA	L2A5M4	
118949338RR0001	RIVERSIDE COMMUNITY REFORMED CHURCH	Registered	1967-01-01		C	39	103 - 89 WESTWOOD RD	GUELPH	ON	CA	N1H7J6	
119288918RR0148	RIVERSIDE CONGREGATION OF JEHOVAH'S WITNESSES	Registered	1967-01-01		C	61	#324 - 1390 LAUZON RD	WINDSOR	ON	CA	N8P1B7	
119288918RR0170	RIVERSIDE CONGREGATION OF JEHOVAH'S WITNESSES, OTTAWA, ONTARIO	Registered	1967-01-01		C	61	3 - 170 ALICE ST	VANIER	ON	CA	K1L7X3	
856369509RR0001	RIVERSIDE EVANGELICAL MISSIONARY CHURCH	Registered	2005-03-04		C	39	88 MURIEL AVE	TORONTO	ON	CA	M4J2Y4	
874326549RR0001	RIVERSIDE FOUNDATION FOR HEALTH CARE	Registered	1997-09-25		A	13	110 VICTORIA AVENUE	FORT FRANCES	ON	CA	P9A2B7	
122009343RR0001	RIVERSIDE HEALTH CARE FACILITIES INC	Registered	1967-01-01		C	10	110 VICTORIA AVENUE	FORT FRANCES	ON	CA	P9A2B7	
119120822RR0001	RIVERSIDE PARK NURSERY SCHOOL	Registered	1988-01-01		C	20	3191 RIVERSIDE DRIVE,	OTTAWA	ON	CA	K1V8N8	
866629132RR0001	RIVERSIDE PENTECOSTAL ASSEMBLY	Registered	1995-01-01		C	36	PO BOX 68	GRAND VALLEY	ON	CA	L9W7G1	
107898470RR0001	RIVERSIDE UNITED CHURCH	Registered	1982-12-26		C	44	3191 RIVERSIDE DR	OTTAWA	ON	CA	K1V8N8	
119120871RR0001	RIVERSIDE UNITED CHURCH	Registered	1971-01-01		C	44	PO BOX 15	YARKER	ON	CA	K0K3N0	
119120897RR0001	RIVERSIDE UNITED CHURCH	Registered	1967-01-01		C	44	695 RIVERSIDE DRIVE	LONDON	ON	CA	N6H2S3	
119120905RR0001	RIVERSIDE UNITED CHURCH	Registered	1967-01-01		C	44	881 GLIDDEN AVE	WINDSOR	ON	CA	N8S2N6	
119288918RR1033	RIVERVIEW CONGREGATION OF JEHOVAH'S WITNESSES	Registered	1995-01-01		C	61	27 WESTWOOD CRES	CAMBRIDGE	ON	CA	N1S3V7	
119288918RR0038	RIVERVIEW CONGREGATION OF JEHOVAH'S WITNESSES, SARNIA,ONTARIO	Registered	1967-01-01		C	61	78 D'ANDREA TRAIL	SARNIA	ON	CA	N7S6H4	
107898785RR0001	RIVERVIEW PARK CHURCH OF CHRIST	Registered	1967-01-01		C	39	1515 CHOMLEY CRESCENT	OTTAWA	ON	CA	K1G0V9	
119121242RR0001	RIVERVIEW UNITED CHURCH	Registered	1967-01-01		C	44	BOX 730 170 PINE CRESCENT	ATIKOKAN	ON	CA	P0T1C0	
833789167RR0001	RIVIERE CHARITABLE FOUNDATION	Registered	2006-12-21		B	03	14 KING GEORGES ROAD	TORONTO	ON	CA	M8X1K7	
889206504RR0001	RIWOCHE TIBETAN BUDDHIST TEMPLE OF TORONTO	Registered	2002-04-11		C	35	28 HEINTZMAN STREET	TORONTO	ON	CA	M6P2J6	
816763536RR0001	RJ and Diane Peterson Keewatin Foundation	Registered	2013-04-26		C	50	311 TALBOT STREET             P.O. BOX 189	PORT MCNICOLL	ON	CA	L0K1R0	
857066955RR0001	RJL Braydon Charitable Foundation	Registered	2007-08-30		B	03	1500-340 ALBERT STREET	OTTAWA	ON	CA	K1R0A5	
898259494RR0001	ROB ROY UNITED CHURCH	Registered	1995-01-01		C	44	RR 2	SINGHAMPTON	ON	CA	N0C1M0	
108159765RR0001	ROBBINS HEBREW ACADEMY	Registered	1967-01-01		C	20	1700 BATHURST ST	YORK	ON	CA	M5P3K3	
133968834RR0001	ROBERT E A AND CAROLINE LAND TRUST	Registered	1985-02-01		B	05	155 WELLINGTON ST W, 20TH FL	TORONTO	ON	CA	M5V3K7	
893654269RR0001	ROBERT S. MARTIN MEMORIAL FUND	Registered	1990-04-19		B	21	BOX 1065	ATIKOKAN	ON	CA	P0T1C0	
107805723RR0001	ROBERTS/SMART CENTRE	Registered	2004-06-30		C	09	302 - 250 CITY CENTRE AVE	OTTAWA	ON	CA	K1R6K7	
890248594RR0001	ROBERTSON AUXILIARY WMS	Registered	1967-01-01		C	47	170 MAIN ST E	MILTON	ON	CA	L9T1N8	
894502418RR0001	ROBIN CROSBY EVANGELISTIC ASSOCIATION	Registered	2001-01-01		C	36	7 LICK POND WAY	WHITBY	ON	CA	L1N9K5	
119121754RR0001	ROBLIN HOLINESS CAMP	Registered	1967-01-01		C	56	590 ROBLIN RD	ROBLIN	ON	CA	K0K2W0	
119121796RR0001	ROBLIN WESLEYAN CHURCH	Registered	1967-01-01		C	39	308 SALMON RIVER ROAD	ROBLIN	ON	CA	K0K2W0	
864021118RR0001	ROCK AND RIVER CONGREGATION	Registered	1989-01-14		C	39	4651 FULL MOONN CIRCLE	MISSISSAUGA	ON	CA	L4Z2N7	
119121903RR0001	ROCK CHAPEL UNITED CHURCH	Registered	1967-01-01		C	44	451 ROCK CHAPEL RD.	DUNDAS	ON	CA	L9H5E2	
874003643RR0001	ROCK COMMUNITY CHURCH	Registered	1997-04-01		C	39	249 CLARANCE STREET	WOODBRIDGE	ON	CA	L4L1L6	
107907156RR0001	ROCK MILLS FELLOWSHIP BAPTIST CHURCH	Registered	1967-01-01		C	31	314009 SIDEROAD 35  R.R.#1	FLESHERTON	ON	CA	N0C1E0	
131910580RR0001	ROCK OF HELP CHRISTIAN CENTRE	Registered	1980-05-09		C	39	43 FOX ST	ESSEX	ON	CA	N8M2S1	
889836748RR0001	ROCK UNION CHURCH	Registered	1996-11-14		C	39	109 MAPLE RIDGE ROAD          R.R.#2	OWEN SOUND	ON	CA	N4K5N4	
822298196RR0001	ROCKCLIFFE PENTECOSTAL CHURCH	Registered	1967-01-01		C	36	P.O. BOX 726                  10-4TH AVENUE WEST	OWEN SOUND	ON	CA	N4K5W9	
889495370RR0001	ROCKLAND HELP CENTRE / CENTRE D'AIDE DE ROCKLAND	Registered	1992-09-24		C	09	2815 CHAMBERLAND              B.P 625	ROCKLAND	ON	CA	K4K1K6	
867045387RR0001	ROCKPORT PROTESTANT CEMETERY ASSOCIATION	Registered	2000-02-09		C	59	BOX B1	ROCKPORT	ON	CA	K0E1V0	
119122059RR0001	ROCKTON AGRICULTURAL SOCIETY	Registered	1986-01-14		C	56	812 OLD HIGHWAY #8	ROCKTON	ON	CA	L0R1X0	
119122067RR0001	ROCKTON UNITED CHURCH	Registered	1967-01-01		C	44	792 OLD HWY 8	ROCKTON	ON	CA	L0R1X0	
869702274RR0001	ROCKWALK PARK INC.	Registered	2005-01-01		C	50	BOX 586,	HAILEYBURY	ON	CA	P0J1K0	
889611562RR0001	ROCKWAY CEMETERY BOARD	Registered	1996-01-01		C	59	213 RYKERT STREET	ST. CATHARINES	ON	CA	L2S2B5	
863404406RR0001	ROCKWAY MENNONITE CHURCH	Registered	1967-01-01		C	34	47 ONWARD AVE	KITCHENER	ON	CA	N2H3J8	
119122091RR0001	ROCKWAY MENNONITE COLLEGIATE INC.	Registered	1971-04-23		C	20	110 DOON ROAD	KITCHENER	ON	CA	N2G3C8	
890981640RR0001	ROCKWAY PRESBYTERIAN CHURCH,	Registered	1967-01-01		C	37	1226 ST. PAUL ST.W.	ST CATHARINES	ON	CA	L2R6P7	
119122158RR0001	ROCKWOOD PRESBYTERIAN CHURCH	Registered	1967-01-01		C	37	PO BOX 669	ROCKWOOD	ON	CA	N0B2K0	
119122166RR0001	ROCKWOOD UNITED CHURCH	Registered	1967-01-01		C	44	119 HARRIS STREET	ROCKWOOD	ON	CA	N0B2K0	
119122273RR0001	ROCKY RIDGE RANCH	Registered	1983-01-01		C	56	10486 - 5TH LINE              R.R. #2	ROCKWOOD	ON	CA	N0B2K0	
873905806RR0001	ROCOR OF PATRIARCH TIKHON CONFESSOR AND NEW MARTYRS	Registered	2003-10-25		C	39	443 KELSO DR.	WATERLOO	ON	CA	N2V2S2	
870962164RR0001	RODEL NAVAL CARE OUTREACH	Registered	1996-08-22		C	01	19 SAL CIRCLE	BRAMPTON	ON	CA	L6R1G9	
135437226RR0001	RODNEY COMMUNITY CHRISTIAN MISSION	Registered	1979-02-01		C	39	RR 2	RODNEY	ON	CA	N0L2C0	
119288918RR0230	RODNEY, ONTARIO, CONGREGATION OF JEHOVAH'S WITNESSES,	Registered	1967-01-01		C	61	9654 GRAHAM RD.               RR #2	WEST LORNE	ON	CA	N0L2P0	
861405496RR0001	ROGER'S HOUSE FOR PALLIATIVE CARE	Registered	2005-06-29		C	01	399 SMYTH ROAD	OTTAWA	ON	CA	K1H8L2	
865375836RR0001	ROGUE AND PEASANT THEATRE COMPANY	Registered	2000-03-13		C	22	358 QUEBEC AVE	TORONTO	ON	CA	M6P2V3	
891773640RR0001	ROJAERLOJO FOUNDATION	Registered	1990-10-19		B	03	11 SILVERWOOD AVENUE	TORONTO	ON	CA	M5P1W3	
871513164RR0001	ROLAND MICHENER SECONDARY SCHOOL SCHOLARSHIP TRUST FUND	Registered	1998-01-01		B	21	P.O. BOX 2001	SOUTH PORCUPINE	ON	CA	P0N1H0	
891546988RR0001	ROLPH, BUCHANAN, WYLIE & MCKAY HISTORICAL SOCIETY	Registered	1989-09-01		C	50	35753 HIGHWAY 17 WEST	DEEP RIVER	ON	CA	K0J1P0	
892367160RR0001	ROMAN AND MARY SCHNEIDER FOUNDATION (UNDER THE WILL OF MARY SCHNEIDER)	Registered	1994-07-20		B	25	130 KING ST WEST, 20TH FLOOR  BOX 430 STN FIRST CANADIAN PL	TORONTO	ON	CA	M5X1K1	
119122778RR0001	ROMAN CATHOLIC EPISCOPAL CORPORATION FOR THE DIOCESE OF ALEXANDRIA-CORNWALL	Registered	1976-02-01		C	38	220 MONTREAL RD.	CORNWALL	ON	CA	K6H1B4	
107876476RR0001	ROMAN CATHOLIC EPISCOPAL CORPORATION FOR THE DIOCESE OF SAULT STE.MARIE, IN ONTARIO, CANADA	Registered	1967-01-01		C	38	30 STE. ANNE RD	SUDBURY	ON	CA	P3C5E1	
119109791RR0001	ROMAN CATHOLIC EPISCOPAL CORPORATION FOR THE DIOCESE OF ST. CATHARINES IN CANADA	Registered	1967-01-01		C	38	P.O. BOX 875	ST CATHARINES	ON	CA	L2R6Z4	
107910259RR0001	ROMAN CATHOLIC EPISCOPAL CORPORATION FOR THE DIOCESE OF TORONTO, IN CANADA	Registered	1967-01-01		C	38	603 - 1155 YONGE ST	TORONTO	ON	CA	M4T1W2	
119110385RR0019	ROMAN CATHOLIC EPISCOPAL CORPORATION OF PEMBROKE ST. ANN'S PARISH	Registered	1995-01-01		C	38	P.O.BOX 190	EGANVILLE	ON	CA	K0J1T0	
119110385RR0020	ROMAN CATHOLIC EPISCOPAL CORPORATION OF PEMBROKE: OUR LADY OOF THE ANGELS PARISH BRUDENELL	Registered	1995-01-01		C	38	PO BOX 10	KILALOE	ON	CA	K0J2A0	
119122778RR0019	ROMAN CATHOLIC EPISCOPAL CORPORATION ST BERNARD'S PARISH, FINCH ONTARIO	Registered	1967-01-01		C	38	56 FRONT ST. P.O BOX 179	FINCH	ON	CA	K0C1K0	
119122778RR0033	ROMAN CATHOLIC PARISH OF ST. PETER	Registered	1978-09-04		C	38	ST. PETERS                    2900 SECOND ST. E.	CORNWALL	ON	CA	K6H6R2	
119122901RR0001	ROMANIAN BAPTIST CHURCH	Registered	1974-01-01		C	31	130 VICTORIA AVE N	HAMILTON	ON	CA	L8L5E5	
866102221RR0001	ROMANIAN BAPTIST CHURCH	Registered	1999-09-04		C	31	1108-5 CONCORD PLACE	TORONTO	ON	CA	M3C3M8	
119122927RR0001	ROMANIAN CHURCH OF GOD OF KITCHENER	Registered	1986-01-01		C	39	160 GRAND RIVER BLVD	KITCHENER	ON	CA	N2A3G6	
119122935RR0001	ROMANIAN ORTHODOX CHURCH OF THE HOLY RESURRECTION IN HAMILTON	Registered	1967-01-11		C	39	19 MURRAY STREET WEST	HAMILTON	ON	CA	L8L1B1	
119122950RR0001	ROMANIAN ORTHODOX PARISH ST. JOHN THE BAPTIST	Registered	1969-01-01		C	39	PO BOX 24005 RPO WEST HIGHLAND	KITCHENER	ON	CA	N2M5P1	
892748682RR0001	ROMANIAN ORTHODOX ST-NICHOLAS MISSION	Registered	1991-01-01		C	39	4699 BANK ST.	OTTAWA	ON	CA	K1T3W7	
871771341RR0001	ROMANIAN PENTECOSTAL CHURCH OF GOD	Registered	1974-03-01		C	36	204 MADISON AVENUE SOUTH	KITCHENER	ON	CA	N2G3M8	
119122992RR0001	ROMUVA INCORPORATED	Registered	1967-01-01		C	56	442 LANA TERRACE	MISSISSAUGA	ON	CA	L5A3B3	
879341204RR0001	RON ELLIS TEAM CANADA FOUNDATION	Registered	2005-02-04		A	13	11 CHURCH ST	TORONTO	ON	CA	M5E1W1	
119123032RR0001	RONALD MCDONALD HOUSE CHARITIES	Registered	1982-10-19		A	13	1 MCDONALD'S PLACE	TORONTO	ON	CA	M3C3L4	
107913337RR0001	ROOFTOPS CANADA FOUNDATION INC. FONDATION ABRI INTERNATIONAL INC.	Registered	1999-04-01		C	09	720 SPADINA                   SUITE 313	TORONTO	ON	CA	M5S2T9	
873423396RR0001	ROOM TO GROW CHILD CENTRE ETOBICOKE	Registered	2004-05-05		C	09	8 TEMPLAR DRIVE	ETOBICOKE	ON	CA	M9R3C7	
896434818RR0001	ROOTS OF EMPATHY	Registered	2000-10-24		C	20	1501-250 FERRAND DR	NORTH YORK	ON	CA	M3C3G8	
107913576RR0001	ROSALIE HALL	Registered	1967-01-01		C	01	3020 LAWRENCE AVE E	SCARBOROUGH	ON	CA	M1P2T7	
107913634RR0001	ROSALIND BLAUER CENTRE FOR CHILD CARE	Registered	1974-10-20		C	01	500 GLENRIDGE AVENUE	ST CATHARINES	ON	CA	L2S3A1	
850877358RR0001	ROSATI FAMILY FOUNDATION	Registered	2008-04-03		B	03	6555 MALDEN ROAD	WINDSOR	ON	CA	N9H1T5	
139274401RR0001	ROSCOE REID GRAHAM SCHOLARSHIP IN SURGICAL SCIENCE	Registered	1991-01-01		B	25	130 KING ST WEST, 20TH FLOOR  BOX 430, STN FIRST CANADIAN PL	TORONTO	ON	CA	M5X1K1	
119123263RR0001	ROSE CITY ATHLETIC ORGANIZATION	Registered	1982-05-06		C	56	1089 TECUMSEH ROAD EAST	WINDSOR	ON	CA	N8W1B3	
869431726RR0001	ROSE CITY COMMUNITY (CHURCH OF GOD)	Registered	2005-01-01		C	39	1604 DOUGALL AVE	WINDSOR	ON	CA	N8X1S3	
132985318RR0001	ROSE CITY DEAF TEEN GROUP	Registered	1991-07-01		C	09	8000 HANDY ST	WINDSOR	ON	CA	N8S1H4	
856914080RR0001	ROSE CITY SENIORS CENTRE FOUNDATION	Registered	2003-01-01		A	03	145 LINCOLN ST.	WELLAND	ON	CA	L3B6E1	
855722526RR0001	ROSE OF DIGNITY	Registered	2006-10-30		C	09	1403 - 3RD ST. EAST	CORNWALL	ON	CA	K6H5X3	
133723759RR0001	ROSE OF DURHAM YOUNG PARENTS SUPPORT SERVICES	Registered	1988-10-01		C	09	200 BOND ST WEST	OSHAWA	ON	CA	L1J2L7	
119123677RR0001	ROSE OF SHARON FELLOWSHIP	Registered	1979-04-04		C	39	1307 LAZIER RD                RR 2	SHANNONVILLE	ON	CA	K0K3A0	
891822702RR0001	ROSE VOLUNTEERS FOR COMMUNITY ASSISTANCE	Registered	2006-01-01		C	09	10 MASSEY DR	NEWCASTLE	ON	CA	L1B1G4	
839723764RR0001	ROSEBANK BRETHREN IN CHRIST CHURCH	Registered	1967-01-01		C	39	1434 HURON ROAD               RR 2	PETERSBURG	ON	CA	N0B2H0	
107913873RR0001	ROSEDALE BAPTIST CHURCH	Registered	1967-01-01		C	31	11 ROSEDALE PLACE	WELLAND	ON	CA	L3B1J2	
119123297RR0001	ROSEDALE CEMETERY BOARD	Registered	1981-06-01		C	59	2659 QUINN LINE               RR # 3	TILBURY	ON	CA	N0P2L0	
119123347RR0001	ROSEDALE PRESBYTERIAN CHURCH	Registered	1967-01-01		C	37	129 MOUNT PLEASANT RD	TORONTO	ON	CA	M4W2S3	
119123370RR0001	ROSEDALE UNITED CHURCH	Registered	1967-01-01		C	44	159 ROXBOROUGH DR	TORONTO	ON	CA	M4W1X7	
125590232RR0001	ROSEDALE-MOORE PARK ASSOCIATION	Registered	1981-05-01		C	56	146 CRESCENT RD.	TORONTO	ON	CA	M4W1V2	
119123560RR0001	ROSENEATH AGRICULTURAL SOCIETY	Registered	1976-01-01		C	56	BOX 66	ROSENEATH	ON	CA	K0K2X0	
119288918RR0098	ROSENEATH ONTARIO CONGREGATION OF JEHOVAH'S WITNESSES	Registered	1967-01-01		C	61	461-4TH LINE ROAD-RR#2	ROSENEATH	ON	CA	K0K2X0	
137757589RR0001	ROSENEATH THEATRE	Registered	1993-08-01		C	22	651 DUFFERIN ST	TORONTO	ON	CA	M6K2B2	
119123586RR0001	ROSENEATH UNITED CHURCH	Registered	1967-01-01		C	44	702 SANDY FLATS ROAD          RR 1	ROSENEATH	ON	CA	K0K2X0	
134631910RR0001	ROSEVILLE UNITED BRETHREN IN CHRIST CHURCH	Registered	1967-01-01		C	39	1122 BETHEL ROAD              RR 1	NEW DUNDEE	ON	CA	N0B2E0	
107959553RR0001	ROSEWOOD BAPTIST CHURCH	Registered	1986-08-04		C	31	2601 MCNICOLL AVENUE	SCARBOROUGH	ON	CA	M1V5N8	
888707668RR0001	ROSEWOOD CHINESSE CHURCH OF THE NAZARENE	Registered	1991-05-01		C	39	3-1220 ELLESMERE RD	SCARBOROUGH	ON	CA	M1P2X5	
132531047RR0001	ROSEWOOD CHURCH OF THE NAZARENE	Registered	1983-05-01		C	39	657 MILNER AVE	SCARBOROUGH	ON	CA	M1B2K4	
894542315RR0001	ROSEWOOD HOUSE	Registered	2001-01-17		C	09	42 NELSON ST.	BRANTFORD	ON	CA	N3T2M8	
107915779RR0001	ROSS MEMORIAL HOSPITAL	Registered	1967-01-01		C	10	10 ANGELINE STREET NORTH	LINDSAY	ON	CA	K9V4M8	
119385631RR0001	ROSS MEMORIAL HOSPITAL AUXILIARY	Registered	1996-04-01		A	15	10 ANGELINE STREET NORTH	LINDSAY	ON	CA	K9V4M8	
887262475RR0001	ROSS-SHIRE FOUNDATION	Registered	1997-05-21		B	03	PO BOX 726 STN GALT	CAMBRIDGE	ON	CA	N1R5W6	
119124022RR0001	ROSSEAU AGRICULTURAL SOCIETY	Registered	1987-01-01		C	56	274 STAR LAKE ROAD	SEGUIN	ON	CA	P2A0B6	
868411224RR0001	ROSSEAU HISTORICAL SOCIETY	Registered	1999-01-01		C	50	PO BOX 268	ROSSEAU	ON	CA	P0C1J0	
119124030RR0001	ROSSEAU LAKE SCHOOL	Registered	1969-08-01		C	20	1967 BRIGHT STREET	ROSSEAU	ON	CA	P0C1J0	
896351434RR0001	ROSSLAND RIDGE BIBLE CHAPEL	Registered	1995-06-05		C	39	4 CEDAR POINTE DRIVE, SUITE R	BARRIE	ON	CA	L4N5R7	
119124147RR0001	ROSSPORT HISTORICAL SOCIETY	Registered	1988-06-17		C	50	BOX 9	ROSSPORT	ON	CA	P0T2R0	
119124154RR0001	ROSSPORT UNION CHURCH LADIES AID	Registered	1967-01-01		C	49	#405 20 WALKOVER ST	THUNDER BAY	ON	CA	P7B5K1	
119124329RR0001	ROSTOCK UNITED CHURCH	Registered	1980-01-01		C	44	4949 RD 135 PERTH EAST	ROSTOCK	ON	CA	N0K1T0	
897042529RR0001	ROTARY BURLINGTON FALL MUSIC FESTIVAL	Registered	1999-05-31		C	22	P O BOX 91524                 ROSELAND PLAZA P O	BURLINGTON	ON	CA	L7R4L6	
880377965RR0001	ROTARY CLUB OF ALLISTON CHARITABLE FUND	Registered	2000-06-01		C	65	PO BOX 519	ALLISTON	ON	CA	L9R1V7	
888811197RR0001	ROTARY CLUB OF AMHERSTBURG FOUNDATION FUND	Registered	1991-07-08		C	65	P.O BOX 183	AMHERSTBURG	ON	CA	N9V2Z4	
119124386RR0001	ROTARY CLUB OF AYLMER ONTARIO CHARITABLE TRUST	Registered	1967-01-01		C	65	P. O. BOX 131	AYLMER	ON	CA	N5H2R9	
134883842RR0001	ROTARY CLUB OF BELLEVILLE CHARITABLE TRUST	Registered	1967-01-01		C	65	PO BOX 22082	BELLEVILLE	ON	CA	K8N5V7	
888980448RR0001	ROTARY CLUB OF BLENHEIM CHARITABLE TRUST FUND	Registered	1972-11-07		C	65	PO BOX 826	BLENHEIM	ON	CA	N0P1A0	
888838398RR0001	ROTARY CLUB OF BOLTON CHARITABLE TRUST	Registered	1983-01-01		C	65	PO BOX 405	BOLTON	ON	CA	L7E5T3	
896872249RR0001	ROTARY CLUB OF BOWMANVILLE, CHARITABLE TRUST	Registered	1967-01-01		C	65	1748 BASELINE RD WEST         SUITE 200	COURTICE	ON	CA	L1E2T1	
130404114RR0001	ROTARY CLUB OF BRACEBRIDGE CHARITABLE TRUST	Registered	1983-12-31		A	05	PO BOX 1140  STN MAIN	BRACEBRIDGE	ON	CA	P1L1V3	
131289951RR0001	ROTARY CLUB OF BRANTFORD CHARITABLE FOUNDATION	Registered	1972-01-01		C	03	2 EDGE STREET	BRANTFORD	ON	CA	N3T6H1	
132725342RR0001	ROTARY CLUB OF BROCKVILLE ONTARIO INCORPORATED CHARITABLE TRUST	Registered	1986-09-14		A	65	BOX 255	BROCKVILLE	ON	CA	K6V5V5	
